OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
1435,200108,5/1/2014,PARK STREET,PUBLIC, , ,Cornus mas,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus mas,Non Native,0, , ,139 Park St,0, ,PARK,STREET,52014, , ,0,0,0,MFR,R,SC,0,0,Cornelian Cherry,1516,0,1,0,0,1,SC,MFR, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 13:35,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238181.5744,904502.5345
1473,200563,5/28/2014,WATTS STREET,PUBLIC, , ,Amelanchier spp.,SPRING,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,14 Watts St,0, ,WATTS,STREET,52014, ,SC filled in W/ a sign and cement,0,0,0,MFR,R,SC,0,0,Serviceberry,1608,0,1,0,0,1,SC,MFR, , , , , JRK TH,0,0,0,0,0,0,6/25/2024 19:34,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238625.7037,904482.9565
714,200653,10/8/2014,390 WASHINGTON AVENUE,PUBLIC, , ,Ulmus americana,FALL,2014,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,390 Washington Ave,390, ,WASHINGTON,AVENUE,102014, , ,0,0,0,MP,R,MP,0,0,American Elm,1340,1,1,0,0,1,MP,MP, , , , , KS EGB AN,0,0,0,0,0,0,6/25/2024 17:35,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238252.5297,906220.2613
846,200496,5/19/2014,111 BELLINGHAM STREET,PRIVATE, , ,Quercus rubra,SPRING,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus rubra,Native,0, , ,111 Bellingham St,111,111,BELLINGHAM,STREET,52014, , ,0,0,0,MP,R,MP,0,0,Red Oak,1586,1,1,0,0,1,MP,MP, , , , , TH EGB ML,0,0,0,0,0,0,6/26/2024 14:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238791.7648,904576.274
1412,200017,10/7/2014,40 5TH STREET,PUBLIC, , ,Tilia cordata,FALL,2014,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , ,40 Fifth St,40, ,5TH,STREET,102014, , ,0,0,0,MP,R,SC,0,0,Littleleaf Linden,1349,0,1,0,0,1,SC,MP, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 14:24,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238277.2451,904887.4986
1423,200360,11/20/2014,MARY O'MALLEY PARK,PRIVATE, ,Contact: Mark Peterson617-233-2953,Picea abies,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea abies,Non Native,0, , ,251 Causeway St,0, ,MARY O'MALLEY PARK, ,112014, , ,0,0,0,MP,R,MP,0,0,Norway Spruce,1366,0,1,0,0,1,MP,MP, , , , , JAKS,0,0,0,0,0,0,6/24/2024 14:01,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,236893.4295,904210.5654
1430,200988,4/29/2014,ESSEX STREET,PUBLIC, , ,Ulmus americana 'Princeton',SPRING,2014,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,25 Essex Street,0, ,ESSEX,STREET,42014, , ,0,0,0,MP,R,SC,0,0,American Elm,1507,0,1,0,0,1,SC,MP, , , , ,ACEGBJRK,0,0,0,0,0,0,6/24/2024 19:52,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238183.5904,904368.1331
1317,200692,4/17/2015,440 BROADWAY,PUBLIC, , ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),SPRING,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,440 Broadway,440, ,BROADWAY, ,42015, ,Paved over,0,0,0,MX,R,SC,0,0,European Hornbeam,552,0,1,0,0,1,SC,MX, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 14:15,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238313.8561,904776.3311
227,200963,11/13/2015,77 GARFIELD AVENUE,PUBLIC, , ,Malus spp.,FALL,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,Side of 77 Garfield Ave,77, ,GARFIELD,AVENUE,112015, ,removed and replaced did not measure new tree,0,0,0,SFR,R,SC,0,0,Apple,362,1,1,0,0,1,SC,SFR-D, , , , Replaced with dogwood, JAJHK,0,0,0,0,0,0,6/27/2024 14:30,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238765.1653,906273.3019
860,200608,6/4/2014,CREST AVENUE,PUBLIC, , ,Styphnolobium japonicum,SPRING,2014,CHELSEA,Fabaceae,Styphnolobium,Deciduous,Broadleaf,Styphnolobium japonicum,Non Native,0, , ,15-21 Crest Ave,0, ,CREST,AVENUE,62014, ,A new tree has replaced it- did not mesure new tree,0,0,0,SFR,R,SP,0,0,Japanese Pagoda Tree,1626,1,1,0,0,1,FY,SFR-D, , , , , MLAOCJHK,0,0,0,0,0,0,,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239130.8404,905598.1719
1349,200056,5/14/2015,417 CRESCENT AVENUE,PUBLIC, , ,Crataegus spp.,SPRING,2015,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus spp.,Non Native,0, , ,417 Crescent ave,417, ,CRESCENT,AVENUE,52015, , ,0,0,0,SFR,R,SC,0,0,Hawthorn,615,0,1,0,0,1,SC,SFR-D, , , , , ACACKS,0,0,0,0,0,0,6/26/2024 19:22,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,240031.7294,905730.9666
1471,200095,5/23/2014,CARY AVENUE,PUBLIC, , ,Crataegus spp.,SPRING,2014,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus spp.,Non Native,0, , ,24 Cary Ave,0, ,CARY,AVENUE,52014, , ,0,0,0,MFR,R,SC,0,0,Hawthorn,1606,0,1,0,0,1,SC,SFR-D, , , , , JA AEC QCM ,0,0,0,0,0,0,6/25/2024 14:52,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238715.6873,905298.5321
755,200776,6/26/2014,BROADWAY,PRIVATE, ,St. Rose Rectory,Prunus serrulata 'Kwanzan',SPRING,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus serrulata,Non Native,0, , , ,0, ,BROADWAY, ,62014,1, ,2.55,0,11.5,INST,A,FY,0,9.458333333,Japanese Cherry,1445,1,1,0,40,1,OM,INST,No,1,Good, , ML TH EG,7.1,54,0,0,15.2,18.25,6/26/2024 19:27,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238604.6024,904972.53
758,201038,6/6/2014,BROADWAY,PRIVATE, ,St. Rose Rectory,Carpinus betulus 'Fastigiata' ('Pyramidalis'),SPRING,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , , ,0, ,BROADWAY, ,62014,1, ,1.2,0,9,INST,A,FY,0,5.541666667,European Hornbeam,1448,1,1,0,45,1,OM,INST,No,1,Good, , ML TH EG,5.5,54,0,0,24.6,12.5,6/26/2024 19:31,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238603.4923,904962.2618
254,200297,6/17/2015,46 TUDOR STREET,PRIVATE, , ,Acer saccharum,SPRING,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer saccharum,Native,0, , ,2 Main street terrace,46, ,TUDOR,STREET,62015,1, ,1.94,0,16,SFR,A,BY,0,8.458333333,Sugar Maple,435,1,1,0,54,1,BY,MFR,No,1,Good, , JA AEC QCM ,8.8,54,0,0,28,26,6/25/2024 15:10,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238628.2128,905311.9016
256,200277,6/17/2015,46 TUDOR STREET,PRIVATE, , ,Acer saccharum,SPRING,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer saccharum,Native,0, , ,2 Main street terrace,46, ,TUDOR,STREET,62015,1, ,1.74,0,14,SFR,A,BY,0,7.416666667,Sugar Maple,437,1,1,0,54,1,BY,MFR,No,1,Good, , JA AEC QCM ,7.9,54,0,0,31,30,6/25/2024 15:05,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238623.7845,905304.3736
1304,200480,6/10/2015,59 BROADWAY STREET,PRIVATE, , ,Amelanchier arborea,SPRING,2015,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,2 main street terrace,59, ,BROADWAY,STREET,62015,3, ,0.85,0.75,6.5,SFR,A,BY,0,4.208333333,Downy Serviceberry,463,0,1,21,21,1,BY,SFR-A, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 19:46,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238462.7642,905519.5598
643,200930,10/8/2014,79 ENGLEWOOD AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,79 Englewood Ave,79, ,ENGLEWOOD,AVENUE,102014,1, ,0.6,0,7.5,SFR,A,BY,0,3.375,American Hornbeam,1176,1,1,0,20,1,BY,SFR-D,No,1,Good, , AN AC ML,2.3,20,0,0,10.5,6.5,6/24/2024 15:55,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238357.6795,906985.5452
1386,200076,10/8/2014,ENGLEWOOD AVENUE,PRIVATE, , ,Cercis canadensis,FALL,2014,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Native,0, , ,79 Englewood Ave,0, ,ENGLEWOOD,AVENUE,102014,1, ,1.15,0,14,SFR,A,BY,0,10.54166667,Eastern Redbud,1174,0,1,0,54,1,BY,SFR-D,No,1,Good, , AN AC ML,3.4,54,0,0,13,9.5,6/24/2024 15:57,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238365.9775,906978.0567
353,200311,6/10/2015,68 ENGLEWOOD AVENUE,PUBLIC, ,across 71 Englewood ave,Styphnolobium japonicum,SPRING,2015,CHELSEA,Fabaceae,Styphnolobium,Deciduous,Broadleaf,Styphnolobium japonicum,Non Native,0, , ,68 Englewood ave,68, ,ENGLEWOOD,AVENUE,62015,N,Across from 71 Englewood ave,2.26,0,12.5,MFR,A,SC,0,8.333333333,Japanese Pagoda Tree,664,1,1,0,54,1,SC,O,No,1,Good, Land use is construction, AN AC ML,5.9,54,0,0,20,22.5,6/24/2024 16:02,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238351.6724,906943.8186
352,200234,6/10/2015,69 ENGLEWOOD AVENUE,PUBLIC, , ,Ulmus americana 'New Harmony',SPRING,2015,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,69 Englewood ave,69, ,ENGLEWOOD,AVENUE,62015,N, ,2.56,0,19.5,SFR,A,SC,0,9.041666667,American Elm,662,1,1,0,54,1,SC,SFR-A,No,1,Good, , AN AC ML,8.3,50,0,0,32,23,6/24/2024 16:04,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238358.4382,906938.2342
836,200468,5/16/2014,JOHN STREET,PUBLIC, , ,Prunus spp.,SPRING,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus spp.,Non Native,0, , ,39 John St,0, ,JOHN,STREET,52014,N, ,2.44,0,15,SFR,A,SC,0,12.375,Cherry,1575,1,1,0,54,1,SC,SFR-D,No,1,Good, , MLAOCJHK,5.7,54,0,0,14,31,6/25/2024 18:44,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238841.7307,905531.4875
1252, ,6/27/2023,HAWTHORN STREET,PUBLIC,No, ,Prunus subhirtella 'Autumnalis',FALL,2023,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus subhirtella,Non Native,0.66,81,Ellsworth St,101 PARK ST,0, ,HAWTHORN,STREET,62023, , ,0,0,0, , , ,0,0,Higan Cherry,2470,1,0,0,0,1,OM,O,Yes,1,Fair,"Bark damage, leaning, planted well below root flare", ACEGBJRK,1.1,36,0,0,6.5,8,6/24/2024 17:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238075.3224,904326.3687
126, ,11/8/2018,BROADWAY,PUBLIC, , ,Acer saccharum 'Green Mountain',FALL,2018,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer saccharum,Nativar,0, , ,778 Broadway,0, ,BROADWAY, ,112018, , ,0,0,0, , , ,0,0,Sugar Maple,163,1,0,0,0,1,SC,COMM, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 18:24,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:53,ANelson_clarku,239011.7758,905315.2814
139, ,11/6/2018,BROADWAY,PUBLIC, , ,Gleditsia triacanthos var. inermis SKYLINE 'Skycole',FALL,2018,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,926 Broadway,0, ,BROADWAY, ,112018, , ,0,0,0, , , ,0,0,Honeylocust,176,1,0,0,0,1,SC,COMM, , , , , ACACKS,0,0,0,0,0,0,6/26/2024 18:13,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,239373.2512,905645.1634
161, ,11/3/2018,WASHINGTON AVENUE,PUBLIC, , ,Acer campestre,FALL,2018,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer campestre,Non Native,0, , ,644 Washington Ave,0, ,WASHINGTON,AVENUE,112018, , ,0,0,0, , , ,0,0,Field Maple,227,1,0,0,0,1,SC,COMM,No,1,Good, , AN AC ML,3.3,54,0,0,13,10,6/24/2024 15:05,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238562.1203,906922.6035
162, ,11/3/2018,WASHINGTON AVENUE,PUBLIC, , ,Syringa reticulata 'Ivory Silk',FALL,2018,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,644 Washington Ave,0, ,WASHINGTON,AVENUE,112018, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,228,1,0,0,0,1,SC,COMM, , , , , AN AC ML,0,0,0,0,0,0,6/24/2024 15:06,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238562.75,906928.5462
322,201164,5/1/2015,778 BROADWAY,PUBLIC, , ,Acer x freemanii 'Armstrong',SPRING,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,778 Broadway,778, ,BROADWAY, ,52015, , ,0,0,0, , , ,0,0,Freeman Maple,597,1,0,0,0,1,SC,COMM, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 18:23,Stump,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,239003.2911,905307.8494
330,200697,5/13/2015,101 WEBSTER AVENUE,PUBLIC, ,infront of parking lot,Syringa reticulata,SPRING,2015,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,101 Webster ave,101, ,WEBSTER,AVENUE,52015, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,612,1,0,0,0,1,SC,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 15:35,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,239183.2574,905696.3641
869,200689,6/20/2014,BROADWAY,PUBLIC, ,Tree from TD Bank Green Streets program,Carpinus betulus,SPRING,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,148 Broadway,0, ,BROADWAY, ,62014, , ,0,0,0, , , ,0,0,European Hornbeam,1657,1,0,0,0,1,SC,COMM, , , , , ACEGBJRK,0,0,0,0,0,0,6/24/2024 15:29,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237838.5449,904407.1595
900, ,5/1/2018,154 BROADWAY,PUBLIC, ,Street tree,Ginkgo biloba PRINCETON SENTRY 'PNI 2720',SPRING,2018,CHELSEA,Ginkgoaceae,Ginkgo,Deciduous,Broadleaf,Ginkgo biloba,Non Native,0, , ,154 Broadway,154, ,BROADWAY, ,52018, , ,0,0,0, , , ,0,0,Ginkgo,1733,1,0,0,0,1,SC,COMM,No,1,Good,Incorrect point moved, ACEGBJRK,3.5,54,0,0,15,11.5,6/24/2024 15:16,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237856.0044,904423.0472
905, ,6/4/2018,324 BROADWAY,PUBLIC, ,Street tree,Quercus x warei REGAL PRINCE 'Long',SPRING,2018,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,324 Broadway,324, ,BROADWAY, ,62018, , ,0,0,0, , , ,0,0,Hybrid Oak,1739,1,0,0,0,1,SC,COMM,No,1,Good, , TH ML EGB,4,12,0,0,16.4,5,6/27/2024 13:46,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238196.0849,904692.6231
921, ,6/13/2018,CONGRESS AVENUE,PUBLIC, ,Street tree,Acer x freemanii AUTUMN BLAZE 'Jeffersred',SPRING,2018,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,11 congress ave,0, ,CONGRESS,AVENUE,62018, , ,0,0,0, , , ,0,0,Freeman Maple,1763,1,0,0,0,1,SC,COMM, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 13:31,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238088.361,904557.0744
930, ,6/26/2018,BROADWAY,PUBLIC, ,Street tree,Acer rubrum 'Bowhall',SPRING,2018,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer rubrum,Nativar,0, , ,950 Broadway,0, ,BROADWAY, ,62018, , ,0,0,0, , , ,0,0,Red Maple,1782,1,0,0,0,1,SC,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 17:41,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239480.569,905774.0187
931, ,6/26/2018,BROADWAY,PUBLIC, ,Street tree,Gleditsia triacanthos var. inermis SKYLINE 'Skycole',SPRING,2018,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,950 Broadway,0, ,BROADWAY, ,62018, , ,0,0,0, , , ,0,0,Honeylocust,1783,1,0,0,0,1,SC,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 17:41,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239492.4155,905787.8359
944, ,6/7/2019,BROADWAY,PUBLIC, , ,Quercus bicolor,SPRING,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus bicolor,Native,0, , , ,0, ,BROADWAY, ,62019, , ,0,0,0, , , ,0,0,Swamp White Oak,1841,1,0,0,0,1,SC,COMM, , , , , ML EGB TH,0,0,0,0,0,0,6/27/2024 13:43,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238187.6524,904677.8049
997, ,10/17/2019,BROADWAY,PUBLIC,NO, ,Gymnocladus dioicus ESPRESSO 'Espresso-JFS',FALL,2019,CHELSEA,Fabaceae,Gymnocladus,Deciduous,Broadleaf,Gymnocladus dioicus,Nativar,0, , , ,0, ,BROADWAY, ,102019, , ,0,0,0, , , ,0,0,Kentucky Coffeetree,1943,1,0,0,0,1,SC,COMM,No,1,Good,Point moved from location of 1641,ACEGBJRK,3.3,54,0,0,19,15.5,6/24/2024 15:06,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237818.8653,904391.2627
1012, ,10/25/2019,BROADWAY,PUBLIC,NO, ,Gleditsia triacanthos var. inermis SKYLINE 'Skycole',FALL,2019,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,950 BROADWAY 03,0, ,BROADWAY, ,102019, , ,0,0,0, , , ,0,0,Honeylocust,1977,1,0,0,0,1,SC,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 17:42,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239478.0411,905770.6102
1013, ,10/25/2019,BROADWAY,PUBLIC,NO, ,Tilia tomentosa 'Sterling',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia tomentosa,Non Native,0, , ,282 MARGINAL ST #3,0, ,BROADWAY, ,102019, , ,0,0,0, , , ,0,0,Silver Linden,1978,1,0,0,0,1,SC,COMM, , , , ,  ACAC,0,0,0,0,0,0,6/26/2024 17:42,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239490.6573,905784.9818
1068, ,10/15/2019,HAWTHORN STREET,PUBLIC,NO, ,Tilia tomentosa 'Sterling',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia tomentosa,Non Native,0, , , ,0, ,HAWTHORN,STREET,102019, , ,0,0,0, , , ,0,0,Silver Linden,2116,1,0,0,0,1,SC,COMM, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 14:11,Stump,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238337.4529,904719.3658
1069, ,10/15/2019,HAWTHORN STREET,PUBLIC,NO, ,Ulmus americana 'Princeton',FALL,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , , ,0, ,HAWTHORN,STREET,102019, , ,0,0,0, , , ,0,0,American Elm,2117,1,0,0,0,1,SC,COMM,No,1,Good, , TH ML EGB,3.8,54,0,0,24.9,15.5,6/27/2024 14:12,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238339.1915,904724.5462
1176, ,6/22/2022,WASHINGTON AVENUE,PUBLIC,No, ,Corylus colurna,SPRING,2022,CHELSEA,Betulaceae,Corylus,Deciduous,Broadleaf,Corylus colurna,Non Native,0.93,"11'7""""", , ,0, ,WASHINGTON,AVENUE,62022, , ,0,0,0, , , ,0,0,Turkish Hazel,2384,1,0,0,0,1,SC,COMM,No,1,Fair, , JA AEC QCM ,1.7,20,0,0,7.5,6,6/25/2024 14:36,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238597.6965,905351.0076
1177, ,6/22/2022,WASHINGTON AVENUE,PUBLIC,No, ,Corylus colurna,SPRING,2022,CHELSEA,Betulaceae,Corylus,Deciduous,Broadleaf,Corylus colurna,Non Native,1.02,"11'3""""", , ,0, ,WASHINGTON,AVENUE,62022, , ,0,0,0, , , ,0,0,Turkish Hazel,2385,1,0,0,0,1,SC,COMM,No,1,Good, , JA AEC QCM ,1.9,45,0,0,14,7.5,6/25/2024 14:35,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238600.1949,905358.5021
1261, ,10/5/2023,121 REVERE BEACH PARKWAY,PRIVATE,No,Across from dollar general,Crataegus crus-galli var. inermis CRUSADER 'Cruzam',FALL,2023,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus crus-galli,Nativar,0.56,80, ,"909 ROSE AVENUE, SUITE #200",121,121,REVERE BEACH,PARKWAY,102023, , ,0,0,0, , , ,0,0,Cockspur Hawthorn,2489,1,0,0,0,1,OM,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 14:58,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239103.5084,905771.3014
1262, ,10/5/2023,121 REVERE BEACH PARKWAY,PRIVATE,No,Across from dollar general,Crataegus crus-galli var. inermis CRUSADER 'Cruzam',FALL,2023,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus crus-galli,Nativar,0.68,86, ,"909 ROSE AVENUE, SUITE #200",121,121,REVERE BEACH,PARKWAY,102023, , ,0,0,0, , , ,0,0,Cockspur Hawthorn,2490,1,0,0,0,1,OM,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 14:59,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239102.2894,905778.0266
1263, ,10/5/2023,121 REVERE BEACH PARKWAY,PRIVATE,No,Across from dollar general,Crataegus crus-galli var. inermis CRUSADER 'Cruzam',FALL,2023,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus crus-galli,Nativar,0.49,84, ,"909 ROSE AVENUE, SUITE #200",121,121,REVERE BEACH,PARKWAY,102023, , ,0,0,0, , , ,0,0,Cockspur Hawthorn,2491,1,0,0,0,1,OM,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 14:59,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239108.7656,905778.5562
1264, ,10/5/2023,121 REVERE BEACH PARKWAY,PRIVATE,No, ,Malus ROYAL RAINDROPS 'JFS-KW5',FALL,2023,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0.55,111, ,"909 ROSE AVENUE, SUITE #200",121,121,REVERE BEACH,PARKWAY,102023, , ,0,0,0, , , ,0,0,Apple,2492,1,0,0,0,1,OM,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 14:59,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239106.8389,905786.128
1265, ,10/5/2023,121 REVERE BEACH PARKWAY,PRIVATE,No,Across from dollar general,Malus ROYAL RAINDROPS 'JFS-KW5',FALL,2023,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0.81,120, ,"909 ROSE AVENUE, SUITE #200",121,121,REVERE BEACH,PARKWAY,102023, , ,0,0,0, , , ,0,0,Apple,2493,1,0,0,0,1,OM,COMM, , , , , ACAC,0,0,0,0,0,0,6/26/2024 14:59,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239112.018,905791.8678
